Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP007500,Female,Yes,3+,Not Graduate,Yes,,7270.0,627.0,180.0,1.0,Rural,Y
LP007501,Female,Yes,0,Not Graduate,No,9536.0,5663.0,145.0,360.0,1.0,Semiurban,N
LP007502,Male,No,2,Graduate,,8065.0,9585.0,548.0,360.0,1.0,Rural,N
LP007503,Male,Yes,0,Graduate,No,6025.0,2902.0,673.0,240.0,1.0,Semiurban,Y
LP007504,Female,No,0,Graduate,No,11211.0,50.0,174.0,360.0,1.0,Rural,Y
LP007505,Female,No,0,Graduate,No,,7405.0,559.0,360.0,1.0,Semiurban,Y
LP007506,Male,No,0,Not Graduate,No,4342.0,8231.0,602.0,360.0,1.0,Urban,N
LP007507,Male,No,0,Not Graduate,No,10972.0,6022.0,418.0,360.0,1.0,Rural,N
LP007508,Female,Yes,0,Graduate,No,7032.0,8960.0,56.0,360.0,0.0,Urban,N
LP007509,Female,No,2,Not Graduate,Yes,5976.0,2968.0,326.0,360.0,1.0,Urban,Y
LP007510,Female,Yes,0,Not Graduate,No,18108.0,6366.0,,360.0,1.0,Rural,Y
LP007511,,Yes,0,Not Graduate,No,15608.0,8709.0,242.0,,1.0,Rural,N
LP007512,Male,Yes,0,Not Graduate,No,6913.0,8155.0,209.0,360.0,1.0,Urban,N
LP007513,Male,No,3+,Not Graduate,No,16355.0,2019.0,537.0,360.0,1.0,Semiurban,Y
LP007514,Female,No,0,Not Graduate,,10298.0,6415.0,657.0,360.0,1.0,Rural,Y
LP007515,Female,No,0,Not Graduate,No,16512.0,7573.0,507.0,360.0,1.0,Semiurban,Y
LP007516,Male,No,0,Not Graduate,,14230.0,4324.0,296.0,360.0,1.0,Semiurban,N
LP007517,Male,No,2,Not Graduate,Yes,4155.0,5680.0,55.0,360.0,1.0,Semiurban,N
LP007518,Female,No,0,Graduate,No,6901.0,9466.0,602.0,360.0,1.0,Rural,N
LP007519,Male,Yes,0,Graduate,No,14731.0,4489.0,82.0,360.0,1.0,Rural,Y
LP007520,Male,No,0,Not Graduate,No,16972.0,7462.0,329.0,360.0,1.0,Urban,N
LP007521,Female,No,2,Graduate,No,14054.0,6713.0,656.0,360.0,1.0,Rural,Y
LP007522,Female,Yes,0,Not Graduate,No,13298.0,5830.0,155.0,360.0,1.0,Rural,N
LP007523,Female,No,1,Not Graduate,No,4477.0,2729.0,570.0,360.0,1.0,Rural,Y
LP007524,Male,Yes,0,Graduate,No,2300.0,9516.0,654.0,240.0,1.0,Urban,N
LP007525,Female,No,3+,Graduate,No,2492.0,600.0,687.0,360.0,1.0,Semiurban,N
LP007526,Female,No,1,Not Graduate,,16343.0,1796.0,116.0,360.0,1.0,Rural,Y
LP007527,Female,No,1,Not Graduate,No,,8504.0,53.0,240.0,1.0,Semiurban,Y
LP007528,Female,No,0,Graduate,No,8984.0,5199.0,103.0,360.0,1.0,Rural,N
LP007529,Male,No,0,Not Graduate,No,17383.0,662.0,390.0,360.0,1.0,Rural,Y
LP007530,Male,No,0,Graduate,No,17605.0,5777.0,183.0,360.0,0.0,Rural,N
LP007531,Male,Yes,1,Not Graduate,,3525.0,8686.0,499.0,360.0,1.0,Rural,N
LP007532,Male,Yes,3+,Not Graduate,No,19658.0,3975.0,94.0,360.0,1.0,Urban,N
LP007533,Female,No,0,Graduate,No,6277.0,3047.0,274.0,360.0,1.0,Urban,N
LP007534,Female,No,2,Not Graduate,No,12718.0,2194.0,,360.0,0.0,Semiurban,Y
LP007535,Female,No,0,Graduate,No,4756.0,6372.0,499.0,360.0,1.0,Rural,N
LP007536,Female,Yes,3+,Not Graduate,No,2193.0,3995.0,416.0,360.0,1.0,Rural,N
LP007537,Male,No,0,Graduate,No,11375.0,1731.0,360.0,360.0,1.0,Rural,N
LP007538,Male,No,0,Not Graduate,No,13599.0,2901.0,253.0,180.0,1.0,Urban,N
LP007539,Male,Yes,0,Graduate,Yes,14253.0,4427.0,546.0,360.0,0.0,Semiurban,N
LP007540,Male,No,1,Graduate,No,18907.0,5568.0,321.0,360.0,1.0,Semiurban,N
LP007541,Male,No,1,Graduate,No,11157.0,775.0,528.0,360.0,1.0,Rural,N
LP007542,Female,No,0,Graduate,No,9718.0,441.0,300.0,360.0,0.0,Rural,Y
LP007543,,,0,Graduate,No,,3048.0,120.0,180.0,1.0,Rural,Y
LP007544,Male,Yes,0,Graduate,No,7963.0,410.0,395.0,360.0,0.0,Rural,N
LP007545,Male,No,0,Not Graduate,No,19761.0,8300.0,304.0,360.0,1.0,Semiurban,Y
LP007546,Female,No,0,Graduate,No,19077.0,7669.0,178.0,360.0,1.0,Rural,N
LP007547,Male,Yes,0,Not Graduate,No,3115.0,3173.0,563.0,360.0,1.0,Urban,Y
LP007548,Female,No,0,Not Graduate,No,3966.0,5868.0,400.0,360.0,1.0,Rural,Y
LP007549,Female,No,1,Graduate,No,4687.0,2936.0,133.0,240.0,1.0,Rural,Y
LP007550,Female,Yes,1,Not Graduate,No,3498.0,6782.0,406.0,360.0,0.0,Semiurban,Y
LP007551,Male,Yes,0,Not Graduate,No,15904.0,8078.0,172.0,360.0,1.0,Rural,Y
LP007552,Female,Yes,2,Graduate,No,6906.0,4829.0,356.0,360.0,1.0,Semiurban,Y
LP007553,Male,No,0,Graduate,No,16518.0,5826.0,210.0,360.0,1.0,Urban,Y
LP007554,Female,No,1,Graduate,No,9274.0,1726.0,564.0,360.0,1.0,Rural,Y
LP007555,Male,Yes,0,Graduate,No,12708.0,3165.0,621.0,360.0,1.0,Urban,Y
LP007556,Male,Yes,1,Not Graduate,No,4008.0,483.0,516.0,360.0,1.0,Urban,N
LP007557,Female,Yes,0,Graduate,No,2502.0,6914.0,427.0,360.0,1.0,Urban,Y
LP007558,Female,No,0,Graduate,No,1648.0,6963.0,153.0,360.0,0.0,Semiurban,Y
LP007559,Female,No,1,Graduate,No,19785.0,4139.0,529.0,360.0,0.0,Rural,N
LP007560,Female,No,0,Not Graduate,Yes,11932.0,1339.0,182.0,360.0,1.0,Semiurban,Y
LP007561,Female,No,0,Not Graduate,Yes,12996.0,6201.0,604.0,360.0,1.0,Rural,N
LP007562,Male,No,1,Graduate,No,19624.0,606.0,278.0,360.0,1.0,Semiurban,Y
LP007563,Female,Yes,2,Graduate,No,5757.0,5261.0,567.0,360.0,1.0,Rural,N
LP007564,Female,No,0,Graduate,No,7077.0,6930.0,237.0,180.0,1.0,Rural,Y
LP007565,Female,No,0,Not Graduate,No,14340.0,9661.0,469.0,360.0,1.0,Semiurban,N
LP007566,Female,No,0,Not Graduate,No,15997.0,8626.0,423.0,360.0,1.0,Semiurban,Y
LP007567,Male,No,1,Not Graduate,No,15988.0,4218.0,509.0,360.0,1.0,Rural,Y
LP007568,Female,No,0,Not Graduate,No,10071.0,,567.0,360.0,1.0,Urban,Y
LP007569,Male,No,2,Graduate,No,9105.0,1817.0,,360.0,1.0,Urban,N
LP007570,Male,No,0,Not Graduate,No,9556.0,4721.0,269.0,360.0,1.0,Rural,N
LP007571,Female,No,0,Graduate,No,11505.0,951.0,187.0,180.0,1.0,Urban,N
LP007572,Male,No,0,Graduate,No,18584.0,2806.0,311.0,240.0,1.0,Rural,Y
LP007573,Female,Yes,0,Graduate,No,10841.0,9067.0,634.0,360.0,1.0,Urban,Y
LP007574,Male,Yes,1,Graduate,No,9373.0,9700.0,329.0,360.0,1.0,Urban,N
LP007575,Male,No,0,Not Graduate,No,16776.0,4780.0,613.0,360.0,1.0,Urban,N
LP007576,Female,Yes,3+,Graduate,No,6819.0,3294.0,131.0,360.0,1.0,Rural,N
LP007577,Female,Yes,0,Not Graduate,,6844.0,6865.0,373.0,360.0,1.0,Urban,N
LP007578,Female,Yes,0,Not Graduate,No,18464.0,2945.0,478.0,180.0,1.0,Rural,Y
LP007579,Female,No,0,Not Graduate,No,17051.0,4217.0,423.0,360.0,1.0,Urban,Y
LP007580,Female,No,2,Graduate,No,13726.0,7532.0,555.0,180.0,1.0,Rural,N
LP007581,Male,Yes,2,Graduate,No,2769.0,7493.0,,360.0,1.0,Urban,N
LP007582,Male,Yes,0,Graduate,No,10103.0,2887.0,332.0,360.0,1.0,Urban,Y
LP007583,Male,No,3+,Graduate,No,11488.0,9324.0,636.0,360.0,1.0,Semiurban,N
LP007584,Female,Yes,0,Graduate,No,7143.0,2883.0,196.0,360.0,1.0,Semiurban,N
LP007585,Female,Yes,1,Not Graduate,No,12295.0,4638.0,210.0,360.0,1.0,Rural,Y
LP007586,Male,No,2,Graduate,No,8757.0,1145.0,318.0,360.0,1.0,Rural,Y
LP007587,Female,No,2,Not Graduate,No,2985.0,2118.0,312.0,120.0,1.0,Rural,Y
LP007588,Female,Yes,3+,Not Graduate,No,14156.0,1198.0,209.0,360.0,1.0,Rural,Y
