Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP004500,Female,No,0,Graduate,Yes,19587.0,7903.0,197.0,360.0,1.0,Rural,N
LP004501,Female,No,2,Not Graduate,No,8287.0,2629.0,331.0,360.0,1.0,Rural,N
LP004502,Male,Yes,1,Graduate,No,14952.0,8120.0,200.0,360.0,1.0,Rural,N
LP004503,Male,No,2,Not Graduate,No,14069.0,4760.0,438.0,360.0,1.0,Semiurban,Y
LP004504,Female,Yes,3+,Graduate,No,3837.0,1558.0,526.0,360.0,1.0,Rural,N
LP004505,Male,Yes,0,Not Graduate,No,15504.0,7817.0,53.0,360.0,1.0,Urban,N
LP004506,Female,No,0,Graduate,No,12071.0,2960.0,211.0,360.0,1.0,Rural,N
LP004507,Male,Yes,2,Graduate,No,9315.0,2227.0,652.0,120.0,0.0,Semiurban,Y
LP004508,Female,No,2,Not Graduate,No,16238.0,952.0,491.0,360.0,1.0,Semiurban,N
LP004509,Female,No,1,Graduate,Yes,9723.0,9727.0,175.0,360.0,0.0,Urban,N
LP004510,Male,No,0,Not Graduate,Yes,17648.0,492.0,165.0,360.0,1.0,Urban,N
LP004511,Male,No,1,Not Graduate,No,6002.0,1616.0,589.0,180.0,1.0,Rural,N
LP004512,Male,Yes,0,Graduate,No,17157.0,7880.0,186.0,360.0,1.0,Rural,Y
LP004513,Female,Yes,0,Not Graduate,No,3582.0,2990.0,236.0,360.0,1.0,Rural,N
LP004514,Female,Yes,0,Graduate,No,5469.0,3398.0,527.0,360.0,1.0,Semiurban,Y
LP004515,Male,Yes,0,Not Graduate,No,6839.0,3583.0,450.0,360.0,1.0,Rural,Y
LP004516,Female,Yes,0,Not Graduate,No,17570.0,8981.0,429.0,360.0,1.0,Rural,Y
LP004517,Female,Yes,3+,Not Graduate,No,14863.0,6065.0,82.0,360.0,1.0,Urban,N
LP004518,Male,No,2,Graduate,No,10545.0,9321.0,62.0,360.0,0.0,Semiurban,N
LP004519,Male,Yes,3+,Graduate,No,19940.0,2381.0,345.0,180.0,0.0,Semiurban,Y
LP004520,Female,No,2,Graduate,No,7823.0,9589.0,303.0,360.0,1.0,Urban,Y
LP004521,Female,No,0,Graduate,No,10993.0,2499.0,408.0,360.0,1.0,Semiurban,Y
LP004522,Female,No,2,Not Graduate,No,3327.0,4279.0,63.0,360.0,1.0,Urban,N
LP004523,Female,Yes,3+,Graduate,No,3116.0,6847.0,313.0,360.0,1.0,Urban,Y
LP004524,Female,Yes,3+,Graduate,No,12478.0,6483.0,209.0,360.0,1.0,Urban,N
LP004525,Male,Yes,1,Not Graduate,Yes,16030.0,5991.0,374.0,360.0,1.0,Rural,Y
LP004526,Female,Yes,0,Graduate,No,1816.0,4706.0,94.0,360.0,1.0,Rural,Y
LP004527,Female,Yes,0,Graduate,No,16590.0,1476.0,502.0,360.0,1.0,Semiurban,N
LP004528,Female,No,0,Not Graduate,No,19603.0,224.0,382.0,240.0,1.0,Urban,Y
LP004529,Male,Yes,3+,Graduate,No,10763.0,6999.0,599.0,360.0,1.0,Rural,Y
LP004530,Male,No,0,Graduate,No,11185.0,1316.0,153.0,360.0,1.0,Semiurban,Y
LP004531,Male,No,2,Graduate,No,5276.0,3544.0,204.0,360.0,1.0,Semiurban,Y
LP004532,Male,Yes,0,Graduate,,19190.0,5973.0,130.0,360.0,0.0,Urban,N
LP004533,Male,Yes,1,Graduate,No,3561.0,2796.0,228.0,180.0,1.0,Urban,N
LP004534,Female,No,0,Not Graduate,No,11063.0,7428.0,448.0,360.0,1.0,Semiurban,N
LP004535,Female,Yes,0,Graduate,No,10058.0,1671.0,367.0,360.0,1.0,Semiurban,Y
LP004536,Male,No,0,Graduate,No,14015.0,2813.0,658.0,180.0,0.0,Semiurban,N
LP004537,Female,Yes,1,Graduate,No,11343.0,6964.0,,360.0,0.0,Rural,N
LP004538,Male,No,0,Graduate,No,13136.0,4462.0,209.0,360.0,1.0,Rural,N
LP004539,Male,Yes,2,Graduate,Yes,14790.0,5402.0,483.0,360.0,0.0,Semiurban,Y
LP004540,Male,Yes,0,Graduate,Yes,13581.0,1506.0,56.0,360.0,1.0,Semiurban,Y
LP004541,Female,No,2,Graduate,Yes,2235.0,832.0,494.0,360.0,1.0,Semiurban,N
LP004542,Male,Yes,0,Graduate,No,13304.0,5830.0,358.0,360.0,1.0,Rural,N
LP004543,Male,Yes,1,Not Graduate,No,13740.0,9215.0,639.0,,1.0,Urban,N
LP004544,Male,Yes,0,Graduate,No,17860.0,1410.0,427.0,360.0,1.0,Urban,Y
LP004545,Female,Yes,2,Graduate,No,4976.0,1212.0,236.0,360.0,1.0,Semiurban,Y
LP004546,Male,No,0,Graduate,No,16393.0,6633.0,400.0,360.0,1.0,Rural,N
LP004547,Female,No,1,Not Graduate,Yes,4631.0,6193.0,77.0,120.0,1.0,Rural,N
LP004548,Female,No,3+,Graduate,No,18750.0,2248.0,539.0,360.0,1.0,Semiurban,N
LP004549,Female,No,0,Not Graduate,No,10351.0,8366.0,393.0,360.0,1.0,Semiurban,N
LP004550,Female,Yes,0,Graduate,No,,3346.0,555.0,240.0,1.0,Semiurban,N
