Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003500,Male,Yes,2,Graduate,No,16929.0,8647.0,86.0,360.0,1.0,Urban,N
LP003501,Female,No,3+,Not Graduate,Yes,6107.0,4094.0,335.0,,1.0,Urban,N
LP003502,,Yes,1,Not Graduate,No,18228.0,1766.0,556.0,360.0,1.0,Semiurban,Y
LP003503,Male,Yes,2,Not Graduate,No,6142.0,9714.0,675.0,360.0,1.0,Semiurban,N
LP003504,Female,Yes,0,Graduate,No,17132.0,8106.0,237.0,360.0,1.0,Semiurban,Y
LP003505,Female,No,0,Not Graduate,No,10247.0,9522.0,179.0,240.0,1.0,Rural,Y
LP003506,Female,No,3+,Not Graduate,No,6582.0,2809.0,,,1.0,Urban,N
LP003507,Male,No,1,Not Graduate,,5510.0,9312.0,585.0,360.0,,Rural,N
LP003508,Female,Yes,0,Graduate,Yes,17204.0,8843.0,298.0,360.0,1.0,Rural,N
LP003509,Male,No,0,Not Graduate,No,18343.0,5212.0,276.0,360.0,1.0,Urban,N
LP003510,Male,Yes,0,Graduate,No,4615.0,4747.0,533.0,360.0,1.0,Rural,Y
LP003511,Male,No,0,Not Graduate,No,7044.0,9244.0,373.0,360.0,0.0,Rural,Y
LP003512,Female,No,0,Not Graduate,No,14708.0,9064.0,57.0,360.0,1.0,Urban,Y
LP003513,Female,No,0,Graduate,No,15884.0,9276.0,105.0,360.0,1.0,Semiurban,Y
LP003514,Female,Yes,0,Not Graduate,No,14364.0,6803.0,622.0,360.0,1.0,Rural,N
LP003515,Female,No,0,Not Graduate,No,12877.0,4065.0,600.0,360.0,1.0,Rural,Y
LP003516,Male,Yes,1,Not Graduate,No,8041.0,5933.0,323.0,360.0,0.0,Rural,N
LP003517,Male,No,0,Graduate,Yes,19848.0,2806.0,146.0,360.0,1.0,Urban,Y
LP003518,Male,Yes,1,Graduate,No,6269.0,9885.0,147.0,360.0,1.0,Semiurban,Y
LP003519,Male,Yes,3+,Graduate,No,11185.0,5298.0,,180.0,1.0,Semiurban,Y
LP003520,Male,Yes,0,Not Graduate,No,14463.0,1472.0,603.0,360.0,1.0,Rural,Y
LP003521,Male,Yes,2,Not Graduate,No,5733.0,3739.0,614.0,360.0,1.0,Rural,Y
LP003522,Male,Yes,3+,Not Graduate,Yes,14605.0,3378.0,82.0,360.0,0.0,Rural,N
LP003523,Male,No,0,Graduate,No,16766.0,5115.0,326.0,360.0,1.0,Urban,Y
LP003524,Male,No,0,Graduate,No,15085.0,9479.0,493.0,360.0,1.0,Rural,N
LP003525,Male,No,0,Graduate,No,8780.0,9766.0,476.0,360.0,1.0,Rural,Y
LP003526,Female,No,1,Not Graduate,No,3956.0,9403.0,,360.0,1.0,Urban,N
LP003527,Female,Yes,0,Graduate,No,15742.0,1618.0,345.0,120.0,1.0,Semiurban,N
LP003528,Female,No,0,Graduate,No,12459.0,8847.0,611.0,360.0,1.0,Semiurban,Y
LP003529,Male,Yes,1,Not Graduate,No,3912.0,394.0,528.0,360.0,1.0,Rural,N
LP003530,Male,No,0,Graduate,No,12754.0,471.0,624.0,360.0,1.0,Semiurban,Y
LP003531,Female,Yes,3+,Not Graduate,No,6891.0,9909.0,159.0,180.0,0.0,Urban,Y
LP003532,Male,Yes,0,Not Graduate,Yes,9523.0,7179.0,369.0,360.0,1.0,Urban,Y
LP003533,Male,Yes,3+,Graduate,No,11495.0,3363.0,227.0,360.0,1.0,Urban,Y
LP003534,Male,Yes,0,Graduate,No,10788.0,4152.0,443.0,360.0,1.0,Urban,N
LP003535,Male,Yes,0,Not Graduate,No,13440.0,8655.0,293.0,360.0,1.0,Urban,N
LP003536,Male,Yes,0,Graduate,No,2033.0,9153.0,646.0,360.0,1.0,Semiurban,Y
LP003537,Male,No,,Not Graduate,No,10632.0,601.0,163.0,360.0,1.0,Semiurban,Y
LP003538,Female,No,0,Graduate,No,10957.0,4611.0,165.0,360.0,0.0,Semiurban,N
LP003539,Male,Yes,1,Graduate,No,17895.0,2780.0,598.0,360.0,1.0,Semiurban,Y
LP003540,Male,Yes,2,Not Graduate,No,2016.0,6799.0,633.0,360.0,1.0,Rural,Y
LP003541,Female,No,1,Not Graduate,Yes,16975.0,21.0,,360.0,1.0,Rural,Y
LP003542,Male,Yes,0,Graduate,No,11759.0,7274.0,458.0,360.0,1.0,Urban,Y
LP003543,Male,No,3+,Graduate,No,3224.0,2473.0,338.0,360.0,0.0,Rural,Y
LP003544,Female,Yes,2,Not Graduate,No,3683.0,7406.0,578.0,120.0,1.0,Rural,Y
LP003545,Male,No,0,Graduate,No,15659.0,8230.0,,120.0,1.0,Semiurban,N
LP003546,Male,No,1,Graduate,No,17429.0,3828.0,226.0,360.0,1.0,Rural,Y
LP003547,Male,No,3+,Graduate,No,16540.0,7829.0,291.0,360.0,1.0,Urban,Y
LP003548,Male,No,3+,Not Graduate,No,16352.0,8221.0,591.0,360.0,1.0,Rural,N
LP003549,Female,Yes,0,Graduate,No,13946.0,7581.0,626.0,360.0,1.0,Semiurban,N
LP003550,Female,Yes,2,Graduate,No,11506.0,2208.0,431.0,360.0,1.0,Rural,Y
LP003551,Male,No,0,Graduate,Yes,15216.0,615.0,130.0,360.0,1.0,Rural,N
LP003552,Female,No,0,Not Graduate,No,8155.0,5789.0,62.0,360.0,0.0,Rural,N
LP003553,Female,Yes,0,Not Graduate,Yes,3175.0,6041.0,493.0,360.0,1.0,Rural,N
LP003554,Male,No,0,Graduate,No,19494.0,2181.0,187.0,360.0,1.0,Semiurban,Y
LP003555,Female,Yes,1,Not Graduate,Yes,4293.0,2613.0,242.0,360.0,0.0,Semiurban,Y
LP003556,Male,Yes,0,Not Graduate,No,5877.0,4023.0,389.0,360.0,1.0,Urban,Y
LP003557,Male,No,0,Graduate,No,12482.0,9858.0,440.0,360.0,1.0,Urban,Y
LP003558,Male,Yes,0,Graduate,No,12022.0,7992.0,529.0,360.0,1.0,Semiurban,N
LP003559,Male,No,0,Not Graduate,No,3000.0,79.0,587.0,360.0,1.0,Urban,Y
LP003560,Male,Yes,3+,Graduate,No,17609.0,7130.0,286.0,360.0,1.0,Semiurban,N
LP003561,Female,Yes,2,Graduate,No,5830.0,5239.0,,360.0,1.0,Urban,N
LP003562,Male,No,0,Graduate,,19609.0,1157.0,504.0,360.0,1.0,Urban,N
LP003563,Male,No,3+,Graduate,No,17037.0,9932.0,599.0,360.0,0.0,Rural,N
LP003564,Male,Yes,0,Not Graduate,No,17361.0,446.0,359.0,360.0,1.0,Semiurban,N
LP003565,Female,Yes,1,Not Graduate,No,1955.0,9243.0,606.0,360.0,1.0,Urban,N
LP003566,Female,Yes,3+,Graduate,No,17585.0,5420.0,537.0,360.0,1.0,Urban,Y
LP003567,Female,Yes,0,Graduate,Yes,19266.0,9785.0,417.0,360.0,1.0,Rural,N
LP003568,Female,No,1,Not Graduate,Yes,14197.0,978.0,218.0,180.0,1.0,Urban,Y
LP003569,Female,No,0,Graduate,No,2057.0,28.0,222.0,120.0,1.0,Urban,N
LP003570,Male,Yes,0,Graduate,No,14249.0,2424.0,268.0,360.0,1.0,Urban,Y
LP003571,Female,Yes,1,Graduate,Yes,13978.0,1973.0,467.0,360.0,1.0,Urban,Y
LP003572,Female,No,3+,Not Graduate,No,5490.0,32.0,637.0,360.0,0.0,Urban,Y
LP003573,,No,0,Graduate,No,19052.0,7621.0,363.0,360.0,1.0,Rural,N
LP003574,Female,No,3+,Graduate,No,2867.0,5055.0,640.0,360.0,1.0,Urban,Y
LP003575,Male,No,3+,Graduate,No,13379.0,8811.0,261.0,360.0,1.0,Urban,N
LP003576,Male,Yes,0,Graduate,No,,2947.0,187.0,360.0,1.0,Urban,Y
LP003577,Male,Yes,0,Graduate,No,9848.0,7668.0,287.0,360.0,0.0,Semiurban,Y
LP003578,Female,No,1,Not Graduate,No,6489.0,9487.0,651.0,360.0,1.0,Semiurban,Y
LP003579,Female,No,0,Graduate,No,2430.0,2548.0,366.0,360.0,1.0,Urban,N
LP003580,Male,Yes,0,Not Graduate,No,8842.0,9090.0,681.0,360.0,1.0,Rural,N
LP003581,Female,Yes,,Not Graduate,No,2781.0,4798.0,,360.0,1.0,Urban,N
LP003582,Male,Yes,2,Graduate,No,10820.0,3664.0,450.0,360.0,1.0,Semiurban,N
LP003583,Female,No,0,Graduate,No,11774.0,1941.0,252.0,360.0,0.0,Semiurban,N
LP003584,Male,Yes,1,Graduate,No,16263.0,3217.0,576.0,360.0,1.0,Rural,Y
LP003585,Male,Yes,0,Graduate,No,17534.0,6712.0,565.0,360.0,0.0,Urban,Y
LP003586,Male,No,0,Graduate,No,6315.0,6427.0,230.0,360.0,1.0,Semiurban,Y
LP003587,Female,Yes,3+,Graduate,No,19060.0,5014.0,480.0,360.0,1.0,Semiurban,Y
LP003588,Male,Yes,2,Graduate,No,18389.0,6279.0,607.0,120.0,1.0,Rural,N
LP003589,Male,Yes,0,Graduate,Yes,7723.0,3243.0,462.0,360.0,1.0,Semiurban,N
LP003590,Female,Yes,0,Graduate,No,16890.0,4984.0,592.0,360.0,1.0,Semiurban,N
LP003591,Male,Yes,1,Graduate,Yes,9916.0,9774.0,378.0,360.0,0.0,Rural,Y
LP003592,Female,No,0,Not Graduate,No,5338.0,7177.0,609.0,360.0,1.0,Rural,Y
LP003593,Female,No,0,Graduate,No,5552.0,2344.0,233.0,120.0,1.0,Rural,N
LP003594,Male,Yes,0,Graduate,Yes,17356.0,2754.0,180.0,360.0,1.0,Semiurban,N
LP003595,Female,Yes,1,Graduate,No,17778.0,4094.0,324.0,360.0,1.0,Semiurban,N
LP003596,Male,No,0,Not Graduate,No,14443.0,329.0,420.0,360.0,1.0,Urban,N
LP003597,Female,Yes,0,Not Graduate,No,2241.0,6591.0,505.0,240.0,1.0,Urban,Y
LP003598,Male,Yes,0,Not Graduate,,5909.0,8206.0,74.0,360.0,1.0,Urban,N
LP003599,Female,No,0,Graduate,No,16923.0,2263.0,437.0,360.0,1.0,Rural,Y
